item_no,url,dispozice,cena,metry,cena_na_metr,realitka,ulice,ctvrt,podctvrt
SREALITY2479324252,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-smichov-svornosti/2479324252#img=0&fullscreen=false,3+kk,7990000,64,124843,N/A,Svornosti,Praha 5,Smíchov
SREALITY4207180892,https://www.sreality.cz/detail/prodej/byt/4+kk/praha-zbraslav-neumannova/4207180892#img=0&fullscreen=false,4+kk,10890000,116,93879,N/A,Neumannova,Praha 5,Zbraslav
SREALITY1560964188,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-prosek-trmicka/1560964188#img=0&fullscreen=false,2+kk,8990000,75,119866,N/A,Trmická,Praha 9,Prosek
SREALITY549133404,https://www.sreality.cz/detail/prodej/byt/1+1/praha-strasnice-prubezna/549133404#img=0&fullscreen=false,1+1,4100000,43,95348,N/A,Průběžná,Praha 10,Strašnice
SREALITY2694605916,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-zizkov-jana-zelivskeho/2694605916#img=0&fullscreen=false,2+kk,4600000,49,93877,N/A,Jana Želivského,Praha 3,Žižkov
SREALITY1258712156,https://www.sreality.cz/detail/prodej/byt/1+1/praha-vrsovice-sevastopolska/1258712156#img=0&fullscreen=false,1+1,4725000,45,105000,Bidli,Sevastopolská,Praha 10,Vršovice
SREALITY2541907036,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-cerny-most-kpt--stranskeho/2541907036#img=0&fullscreen=false,2+kk,3600000,46,78260,N/A,Kpt. Stránského,Praha 9,Černý Most
SREALITY1556496220,https://www.sreality.cz/detail/prodej/byt/2+1/praha-zizkov-kriva/1556496220#img=0&fullscreen=false,2+1,5000000,61,81967,N/A,Křivá,Praha 3,Žižkov
SREALITY1320566364,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-nove-mesto-opletalova/1320566364#img=0&fullscreen=false,2+kk,9583000,72,133097,"PSN, s.r.o.",Opletalova,Praha 1,Nové Město
SREALITY3996569436,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-chodov-brandlova/3996569436#img=0&fullscreen=false,3+kk,6395240,64,99925,N/A,Brandlova,Praha 4,Chodov
SREALITY863333468,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-cerny-most-dygrynova/863333468#img=0&fullscreen=false,2+kk,3790000,44,86136,N/A,Dygrýnova,Praha 9,Černý Most
SREALITY2011896924,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-jinonice-peroutkova/2011896924#img=0&fullscreen=false,2+kk,5083000,65,78200,"PSN, s.r.o.",Peroutkova,Praha 5,Jinonice
SREALITY1855016540,https://www.sreality.cz/detail/prodej/byt/1+kk/praha-nove-mesto-pricna/1855016540#img=0&fullscreen=false,1+kk,3690000,30,123000,N/A,Příčná,Praha 1,Nové Město
SREALITY1323548508,https://www.sreality.cz/detail/prodej/byt/4+kk/praha-nove-mesto-pricna/1323548508#img=0&fullscreen=false,4+kk,10990000,90,122111,N/A,Příčná,Praha,Nové Město
SREALITY3786587996,https://www.sreality.cz/detail/prodej/byt/atypická/praha-smichov-erbenova/3786587996#img=0&fullscreen=false,atypická,29890000,N/A,N/A,"EBM Rent, s.r.o.",Erbenova,Praha 5,Smíchov
SREALITY2335181916,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-troja-pod-havrankou/2335181916#img=0&fullscreen=false,3+kk,15900000,90,176666,N/A,Pod Havránkou,Praha 7,Troja
SREALITY3328535644,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-kosire-plzenska/3328535644#img=0&fullscreen=false,2+kk,5350000,42,127380,N/A,Plzeňská,Praha 5,Košíře
SREALITY1365109852,https://www.sreality.cz/detail/prodej/byt/3+1/praha-stodulky-precechtelova/1365109852#img=0&fullscreen=false,3+1,5495000,79,69556,N/A,Přecechtělova,Praha 5,Stodůlky
SREALITY2747432028,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-holesovice-u-smaltovny/2747432028#img=0&fullscreen=false,2+kk,6750000,55,122727,N/A,U smaltovny,Praha 7,Holešovice
IDNES5f2c8c92558f0703bb50cc03,https://reality.idnes.cz/detail/prodej/byt/praha-5-graficka/5f2c8c92558f0703bb50cc03/?s-et=flat&s-ot=sale&s-l=VUSC-19&page=59,5+kk 171 m²,25683900,N/A,N/A,"CRESTYL real estate, s.r.o.",Grafická,Praha 5,Smíchov
IDNES5fbc1bcd9c4ab554531a9593,https://reality.idnes.cz/detail/prodej/byt/praha-6-ciolkovskeho/5fbc1bcd9c4ab554531a9593/?s-et=flat&s-ot=sale&s-l=VUSC-19&page=59,2+kk 43 m²,4450000,N/A,N/A,Bohemian Estates International s. r.o.,Ciolkovského,Praha 6,"Ruzyně, okres Praha"
IDNES5f2c8bfa37ba4d4e17393c33,https://reality.idnes.cz/detail/prodej/byt/praha-5-graficka/5f2c8bfa37ba4d4e17393c33/?s-et=flat&s-ot=sale&s-l=VUSC-19&page=59,2+kk 57 m²,7462900,N/A,N/A,"CRESTYL real estate, s.r.o.",Grafická,Praha 5,Smíchov
IDNES5ec88016558f073c2f5d3e93,https://reality.idnes.cz/detail/prodej/byt/praha-4-u-plynarny/5ec88016558f073c2f5d3e93/?s-et=flat&s-ot=sale&s-l=VUSC-19&page=59,1+kk 37 m²,3897296,N/A,N/A,JRD Development s.r.o.,U plynárny,Praha 4,Michle
IDNES5df358e937ba4d514b445ac3,https://reality.idnes.cz/detail/prodej/byt/praha-4-u-plynarny/5df358e937ba4d514b445ac3/?s-et=flat&s-ot=sale&s-l=VUSC-19&page=59,2+kk 56 m²,5820540,N/A,N/A,JRD Development s.r.o.,U plynárny,Praha 4,Michle
IDNES5f2c8966558f076c7f76a503,https://reality.idnes.cz/detail/prodej/byt/praha-5-graficka/5f2c8966558f076c7f76a503/?s-et=flat&s-ot=sale&s-l=VUSC-19&page=59,2+kk 58 m²,7391500,N/A,N/A,"CRESTYL real estate, s.r.o.",Grafická,Praha 5,Smíchov
IDNES5f49962237ba4d67cf11a173,https://reality.idnes.cz/detail/prodej/byt/praha-7-u-pergamenky/5f49962237ba4d67cf11a173/?s-et=flat&s-ot=sale&s-l=VUSC-19&page=59,3+kk 76 m²,8571171,N/A,N/A,AdInternet s.r.o.,U Pergamenky,Praha 7,Holešovice
IDNES5fdce4ce3c580108c006cd03,https://reality.idnes.cz/detail/prodej/byt/praha-10-na-grosi/5fdce4ce3c580108c006cd03/?s-et=flat&s-ot=sale&s-l=VUSC-19&page=59,2+kk 54 m²,5699650,N/A,N/A,MAXIMA REALITY,Na Groši,Praha 10,Hostivař
IDNES5e1c3652558f0753667df9e3,https://reality.idnes.cz/detail/prodej/byt/praha-5-nedasovska/5e1c3652558f0753667df9e3/?s-et=flat&s-ot=sale&s-l=VUSC-19&page=59,4+kk 85 m²,7250000,N/A,N/A,MAXIMA REALITY,Nedašovská,Praha 5,Zličín
IDNES5f76165d82702c63d029bf93,https://reality.idnes.cz/detail/prodej/byt/praha-3-kriva/5f76165d82702c63d029bf93/?s-et=flat&s-ot=sale&s-l=VUSC-19&page=59,2+1 61 m²,5000000,N/A,N/A,Česká Společnost Realitní s.r.o.,Křivá,Praha 3,Žižkov
IDNES5fd79f3dbea7b806077b3773,https://reality.idnes.cz/detail/prodej/byt/praha-9-kpt-stranskeho/5fd79f3dbea7b806077b3773/?s-et=flat&s-ot=sale&s-l=VUSC-19&page=59,2+kk 46 m²,3600000,N/A,N/A,Česká Společnost Realitní s.r.o.,Kpt. Stránského,Praha 9,Černý Most
IDNES5efc52db37ba4d75142e4773,https://reality.idnes.cz/detail/prodej/byt/praha-5-jindricha-plachty/5efc52db37ba4d75142e4773/?s-et=flat&s-ot=sale&s-l=VUSC-19&page=59,2+1 72 m²,6490000,N/A,N/A,DUNA HOUSE,Jindřicha Plachty,Praha 5,Smíchov
IDNES5fd10f9848401927983b2823,https://reality.idnes.cz/detail/prodej/byt/praha-1-kozi/5fd10f9848401927983b2823/?s-et=flat&s-ot=sale&s-l=VUSC-19&page=59,3+1 128 m²,26900000,N/A,N/A,DUNA HOUSE,Kozí,Praha 1,Staré Město
IDNES5f64c11f52f7616e245029a3,https://reality.idnes.cz/detail/prodej/byt/praha-1-soukenicka/5f64c11f52f7616e245029a3/?s-et=flat&s-ot=sale&s-l=VUSC-19&page=59,3+kk 95 m²,13290000,N/A,N/A,ERA Reality Česká republika,Soukenická,Praha 1,"Nové Město, okres Praha"
IDNES5f64c5e650694b76f024d523,https://reality.idnes.cz/detail/prodej/byt/praha-1/5f64c5e650694b76f024d523/?s-et=flat&s-ot=sale&s-l=VUSC-19&page=59,3+kk 95 m²,13290000,N/A,N/A,ERA Reality Česká republika,Praha 1,Praha,
IDNES5f97f69beff49c39b646b402,https://reality.idnes.cz/detail/prodej/byt/praha-14-bryksova/5f97f69beff49c39b646b402/?s-et=flat&s-ot=sale&s-l=VUSC-19&page=59,2+kk 39 m²,3390000,N/A,N/A,Acredit realitní kancelář s.r.o.,Bryksova,Praha 9,Černý Most
IDNES5fc12b2a94ad7b247179d462,https://reality.idnes.cz/detail/prodej/byt/praha-pracska/5fc12b2a94ad7b247179d462/?s-et=flat&s-ot=sale&s-l=VUSC-19&page=59,3+kk 75 m²,6983625,N/A,N/A,Acredit realitní kancelář s.r.o.,Práčská,Praha,
IDNES5fb7b2d059a12e14e34bc6f2,https://reality.idnes.cz/detail/prodej/byt/praha-2-legerova/5fb7b2d059a12e14e34bc6f2/?s-et=flat&s-ot=sale&s-l=VUSC-19&page=60,3+kk 73 m²,8990000,N/A,N/A,Realitní Páni,Legerova,Praha 2,Nové Město
IDNES5fd5838e83924067c82462a3,https://reality.idnes.cz/detail/prodej/byt/praha-5-habova/5fd5838e83924067c82462a3/?s-et=flat&s-ot=sale&s-l=VUSC-19&page=60,3+1 78 m²,5790000,N/A,N/A,Realitní Páni,Hábova,Praha 5,Stodůlky
IDNES5fdcce73015c0349867d9163,https://reality.idnes.cz/detail/prodej/byt/praha-8-okorska/5fdcce73015c0349867d9163/?s-et=flat&s-ot=sale&s-l=VUSC-19&page=60,1+1 37 m²,3500000,N/A,N/A,Jaroš Real Estate s.r.o.,Okořská,Praha 8,Čimice
IDNES5faa7951bcba650a15146923,https://reality.idnes.cz/detail/prodej/byt/praha-3-bukova/5faa7951bcba650a15146923/?s-et=flat&s-ot=sale&s-l=VUSC-19&page=60,1+kk 18 m²,2100000,N/A,N/A,Kohout Reality,Buková,Praha 3,"Žižkov, okres Praha"
IDNES5fc0f46924ed041e653b60e3,https://reality.idnes.cz/detail/prodej/byt/praha-8-u-pentlovky/5fc0f46924ed041e653b60e3/?s-et=flat&s-ot=sale&s-l=VUSC-19&page=60,4+kk 76 m²,6600000,N/A,N/A,QARA,U Pentlovky,Praha 8,Troja
IDNES5faa7897926ad75c71302be3,https://reality.idnes.cz/detail/prodej/byt/praha-10-pod-strani/5faa7897926ad75c71302be3/?s-et=flat&s-ot=sale&s-l=VUSC-19&page=60,3+1 67 m²,5499999,N/A,N/A,Kohout Reality,Pod strání,Praha 10,"Strašnice, okres Praha"
IDNES5fb9891d4660cb75ae38d473,https://reality.idnes.cz/detail/prodej/byt/praha-9-veltruska/5fb9891d4660cb75ae38d473/?s-et=flat&s-ot=sale&s-l=VUSC-19&page=60,3+kk 61 m²,5100000,N/A,N/A,DUNA HOUSE,Veltruská,Praha 9,Prosek
IDNES5f2c89be558f076ea237cb43,https://reality.idnes.cz/detail/prodej/byt/praha-5-graficka/5f2c89be558f076ea237cb43/?s-et=flat&s-ot=sale&s-l=VUSC-19&page=60,3+kk 92 m²,12230500,N/A,N/A,"CRESTYL real estate, s.r.o.",Grafická,Praha 5,Smíchov
IDNES5fdcbe9bd51b223179587243,https://reality.idnes.cz/detail/prodej/byt/praha-4-imrychova/5fdcbe9bd51b223179587243/?s-et=flat&s-ot=sale&s-l=VUSC-19&page=60,2+1 71 m²,5249000,N/A,N/A,SOCCER REALITY,Imrychova,Praha 4,Kamýk
IDNES5f45943637ba4d0577365573,https://reality.idnes.cz/detail/prodej/byt/praha-5-voskovcova/5f45943637ba4d0577365573/?s-et=flat&s-ot=sale&s-l=VUSC-19&page=60,1+kk 33 m²,3626029,N/A,N/A,AdInternet s.r.o.,Voskovcova,Praha 5,Hlubočepy
IDNES5fdcbc94c498953c3d012ab3,https://reality.idnes.cz/detail/prodej/byt/praha-4-psencikova/5fdcbc94c498953c3d012ab3/?s-et=flat&s-ot=sale&s-l=VUSC-19&page=60,2+kk 42 m²,3800000,N/A,N/A,HONZA PTÁČEK.cz - realitní makléř v Praze,Pšenčíkova,Praha 4,Kamýk
IDNES5f4594ea558f0760fa6dc113,https://reality.idnes.cz/detail/prodej/byt/praha-5-voskovcova/5f4594ea558f0760fa6dc113/?s-et=flat&s-ot=sale&s-l=VUSC-19&page=60,4+kk 97 m²,8187225,N/A,N/A,AdInternet s.r.o.,Voskovcova,Praha 5,Hlubočepy
IDNES5e6a291a558f0759e94ee843,https://reality.idnes.cz/detail/prodej/byt/praha-2-belgicka/5e6a291a558f0759e94ee843/?s-et=flat&s-ot=sale&s-l=VUSC-19&page=60,3+kk 96 m²,14510000,N/A,N/A,MAXIMA REALITY,Belgická,Praha 2,Vinohrady
IDNES5f4e4a8a37ba4d484e13cf63,https://reality.idnes.cz/detail/prodej/byt/praha-9-bratri-dohalskych/5f4e4a8a37ba4d484e13cf63/?s-et=flat&s-ot=sale&s-l=VUSC-19&page=60,1+kk 48 m²,4690000,N/A,N/A,MAXIMA REALITY,bratří Dohalských,Praha 9,Vysočany
IDNES5cc6fb26a26e3a0c007c2513,https://reality.idnes.cz/detail/prodej/byt/praha-2-karlovo-namesti/5cc6fb26a26e3a0c007c2513/?s-et=flat&s-ot=sale&s-l=VUSC-19&page=60,2+kk 103 m²,9800000,N/A,N/A,DUNA HOUSE,Karlovo náměstí,Praha 2,Nové Město
IDNES5fdcb6d20f13e56b8d2185d3,https://reality.idnes.cz/detail/prodej/byt/praha-1-elisky-krasnohorske/5fdcb6d20f13e56b8d2185d3/?s-et=flat&s-ot=sale&s-l=VUSC-19&page=60,2+kk 71 m²,15900000,N/A,N/A,ASPEKT s.r.o.,Elišky Krásnohorské,Praha 1,Josefov
SREALITY3008965724,https://www.sreality.cz/detail/prodej/byt/3+1/praha-strizkov-varnsdorfska/3008965724#img=0&fullscreen=false,3+1,4199000,59,71169,N/A,Varnsdorfská,Praha 9,Střížkov
SREALITY2005298268,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-nusle-5--kvetna/2005298268#img=0&fullscreen=false,2+kk,6490000,55,118000,N/A,5. května,Praha 4,Nusle
SREALITY4004932700,https://www.sreality.cz/detail/prodej/byt/3+1/praha-chodov-majerskeho/4004932700#img=0&fullscreen=false,3+1,6850000,82,83536,N/A,Majerského,Praha 4,Chodov
SREALITY3508501596,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-michle-kvestorska/3508501596#img=0&fullscreen=false,3+kk,5399000,57,94719,N/A,Kvestorská,Praha 4,Michle
SREALITY2120551516,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-michle-u-botice/2120551516#img=0&fullscreen=false,2+kk,3990000,46,86739,"Euro Reality Plzeň, s.r.o.",U Botiče,Praha 4,Michle
SREALITY493358940,https://www.sreality.cz/detail/prodej/byt/4+kk/praha-letnany-frycovicka/493358940#img=0&fullscreen=false,4+kk,6290000,76,82763,N/A,Fryčovická,Praha 9,Letňany
SREALITY3685117020,https://www.sreality.cz/detail/prodej/byt/1+kk/praha-liben-sokolovska/3685117020#img=0&fullscreen=false,1+kk,2490000,22,113181,N/A,Sokolovská,Praha 9,Libeň
SREALITY559578204,https://www.sreality.cz/detail/prodej/byt/atypická/praha-nove-mesto-reznicka/559578204#img=0&fullscreen=false,atypická,5350000,N/A,N/A,Finem Group,Řeznická,Praha,Nové Město
SREALITY2041146460,https://www.sreality.cz/detail/prodej/byt/2+1/praha-vrsovice-samova/2041146460#img=0&fullscreen=false,2+1,6800000,61,111475,N/A,Sámova,Praha 10,Vršovice
SREALITY3651448412,https://www.sreality.cz/detail/prodej/byt/4+kk/praha-hodkovicky-sifarska/3651448412#img=0&fullscreen=false,4+kk,18887000,270,69951,"REAL DEVELOPMENT 2001, a.s.",Šífařská,Praha 4,Hodkovičky
SREALITY2465189724,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-smichov-korenskeho/2465189724#img=0&fullscreen=false,2+kk,1,95,0,Lexxus Norton,Kořenského,Praha 5,Smíchov
SREALITY3648606044,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-smichov-stefanikova/3648606044#img=0&fullscreen=false,3+kk,12800000,92,139130,Lexxus Norton,Štefánikova,Praha,Smíchov
SREALITY743677020,https://www.sreality.cz/detail/prodej/byt/4+kk/praha-zabehlice-hyacintova/743677020#img=0&fullscreen=false,4+kk,25000000,142,176056,Lexxus Norton,Hyacintová,Praha 10,Záběhlice
SREALITY2927185756,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-smichov-stefanikova/2927185756#img=0&fullscreen=false,3+kk,13200000,107,123364,Lexxus Norton,Štefánikova,Praha,Smíchov
SREALITY4069231708,https://www.sreality.cz/detail/prodej/byt/4+kk/praha-nusle-jaromirova/4069231708#img=0&fullscreen=false,4+kk,14900000,157,94904,Lexxus Norton,Jaromírova,Praha,Nusle
SREALITY1476214364,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-vinohrady-korunni/1476214364#img=0&fullscreen=false,3+kk,16799999,120,139999,Lexxus Norton,Korunní,Praha 10,Vinohrady
SREALITY3672395612,https://www.sreality.cz/detail/prodej/byt/1+kk/praha-stodulky-u-jezera/3672395612#img=0&fullscreen=false,1+kk,4866000,42,115857,LEXXUS,U jezera,Praha 5,Stodůlky
SREALITY2028228444,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-stodulky-u-jezera/2028228444#img=0&fullscreen=false,3+kk,7724000,84,91952,LEXXUS,U jezera,Praha 5,Stodůlky
SREALITY2889194588,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-stodulky-toufarova/2889194588#img=0&fullscreen=false,3+kk,7994436,75,106592,LEXXUS,Toufarova,Praha 5,Stodůlky
SREALITY1362467932,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-stodulky-toufarova/1362467932#img=0&fullscreen=false,3+kk,7999179,75,106655,LEXXUS,Toufarova,Praha 5,Stodůlky
SREALITY1252977756,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-praha-5-weberova/1252977756#img=0&fullscreen=false,3+kk,6900000,70,98571,LEXXUS,Weberova,Praha 5,
SREALITY4022045788,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-zizkov-olgy-havlove/4022045788#img=0&fullscreen=false,3+kk,9500000,80,118750,LEXXUS,Olgy Havlové,Praha 3,Žižkov
SREALITY3095362652,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-hloubetin-laponska/3095362652#img=0&fullscreen=false,2+kk,6200000,50,124000,LEXXUS,Laponská,Praha 9,Hloubětín
SREALITY4031249500,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-zizkov-jeseniova/4031249500#img=0&fullscreen=false,2+kk,4590000,47,97659,N/A,Jeseniova,Praha 3,Žižkov
SREALITY2581876572,https://www.sreality.cz/detail/prodej/byt/1+kk/praha-stodulky-u-jezera/2581876572#img=0&fullscreen=false,1+kk,4666000,41,113804,LEXXUS,U jezera,Praha 5,Stodůlky
SREALITY3370405724,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-stodulky-u-jezera/3370405724#img=0&fullscreen=false,3+kk,8535000,92,92771,LEXXUS,U jezera,Praha 5,Stodůlky
SREALITY523521884,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-stodulky-u-jezera/523521884#img=0&fullscreen=false,2+kk,6895000,65,106076,LEXXUS,U jezera,Praha 5,Stodůlky
SREALITY3235581020,https://www.sreality.cz/detail/prodej/byt/1+1/praha-troja-sosnovecka/3235581020#img=0&fullscreen=false,1+1,2740000,29,94482,Duna House,Sosnovecká,Praha 8,Troja
SREALITY2605018204,https://www.sreality.cz/detail/prodej/byt/2+1/praha-vrsovice-28--pluku/2605018204#img=0&fullscreen=false,2+1,6450000,70,92142,Duna House,28. pluku,Praha 10,Vršovice
SREALITY2459368540,https://www.sreality.cz/detail/prodej/byt/1+1/praha-vinohrady-perucka/2459368540#img=0&fullscreen=false,1+1,4804000,73,65808,"PSN, s.r.o.",Perucká,Praha 2,Vinohrady
SREALITY3289738332,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-praha-9-/3289738332#img=0&fullscreen=false,2+kk,3499000,32,109343,N/A,,Praha 9,
SREALITY4177882204,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-sterboholy-andersenova/4177882204#img=0&fullscreen=false,2+kk,5500000,60,91666,N/A,Andersenova,Praha 10,Štěrboholy
SREALITY2354929244,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-podoli-na-dolinach/2354929244#img=0&fullscreen=false,2+kk,5400000,50,108000,N/A,Na Dolinách,Praha 4,Podolí
SREALITY4271754332,https://www.sreality.cz/detail/prodej/byt/2+1/praha-michle-trebonska/4271754332#img=0&fullscreen=false,2+1,4490000,58,77413,N/A,Třeboňská,Praha 4,Michle
SREALITY4015664220,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-zizkov-konevova/4015664220#img=0&fullscreen=false,3+kk,5895000,65,90692,N/A,Koněvova,Praha 3,Žižkov
SREALITY2572622940,https://www.sreality.cz/detail/prodej/byt/1+kk/praha-strasnice-pocernicka/2572622940#img=0&fullscreen=false,1+kk,4400000,46,95652,N/A,Počernická,Praha 10,Strašnice
SREALITY3805789276,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-horni-mecholupy-modenska/3805789276#img=0&fullscreen=false,2+kk,5990000,68,88088,N/A,Modenská,Praha 10,Horní Měcholupy
SREALITY3172301916,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-horni-pocernice-k-berance/3172301916#img=0&fullscreen=false,2+kk,6088000,74,82270,N/A,K Berance,Praha,Horní Počernice
SREALITY3796123228,https://www.sreality.cz/detail/prodej/byt/2+1/praha-zizkov-strazni/3796123228#img=0&fullscreen=false,2+1,6555000,73,89794,N/A,Strážní,Praha 3,Žižkov
SREALITY3403783772,https://www.sreality.cz/detail/prodej/byt/atypická/praha-veleslavin-na-okraji/3403783772#img=0&fullscreen=false,atypická,14950000,N/A,N/A,N/A,Na okraji,Praha 6,Veleslavín
SREALITY4092664924,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-zbraslav-vaclava-rady/4092664924#img=0&fullscreen=false,2+kk,4680000,36,130000,N/A,Václava Rady,Praha 5,Zbraslav
SREALITY2369088604,https://www.sreality.cz/detail/prodej/byt/3+1/praha-mala-strana-letenska/2369088604#img=0&fullscreen=false,3+1,16500000,82,201219,Svoboda & Williams,Letenská,Praha 1,Malá Strana
SREALITY2129726556,https://www.sreality.cz/detail/prodej/byt/4+kk/praha-ruzyne-drnovska/2129726556#img=0&fullscreen=false,4+kk,8515765,102,83487,"FINEP CZ, a. s.",Drnovská,Praha 6,Ruzyně
SREALITY2737138780,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-podoli-pujmanove/2737138780#img=0&fullscreen=false,2+kk,4400000,39,112820,N/A,Pujmanové,Praha 4,Podolí
SREALITY2267376732,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-vysocany-sousedikova/2267376732#img=0&fullscreen=false,3+kk,10490000,103,101844,N/A,Sousedíkova,Praha 9,Vysočany
SREALITY2883185756,https://www.sreality.cz/detail/prodej/byt/4+kk/praha-karlin-za-karlinskym-pristavem/2883185756#img=0&fullscreen=false,4+kk,23500000,133,176691,Lexxus Norton,Za Karlínským přístavem,Praha 8,Karlín
SREALITY2697559132,https://www.sreality.cz/detail/prodej/byt/3+1/praha-stare-mesto-dlouha/2697559132#img=0&fullscreen=false,3+1,1,170,0,Lexxus Norton,Dlouhá,Praha 1,Staré Město
SREALITY2465189724,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-smichov-korenskeho/2465189724#img=0&fullscreen=false,2+kk,1,95,0,Lexxus Norton,Kořenského,Praha 5,Smíchov
SREALITY4234399580,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-karlin-prvniho-pluku/4234399580#img=0&fullscreen=false,2+kk,9793503,86,113877,Lexxus Norton,Prvního pluku,Praha 8,Karlín
SREALITY3651448412,https://www.sreality.cz/detail/prodej/byt/4+kk/praha-hodkovicky-sifarska/3651448412#img=0&fullscreen=false,4+kk,18887000,270,69951,"REAL DEVELOPMENT 2001, a.s.",Šífařská,Praha 4,Hodkovičky
SREALITY1941454428,https://www.sreality.cz/detail/prodej/byt/4+kk/praha-dejvice-heinemannova/1941454428#img=0&fullscreen=false,4+kk,13000000,89,146067,N/A,Heinemannova,Praha 6,Dejvice
SREALITY866479196,https://www.sreality.cz/detail/prodej/byt/1+kk/praha-nove-mesto-soukenicka/866479196#img=0&fullscreen=false,1+kk,5000000,30,166666,N/A,Soukenická,Praha 1,Nové Město
SREALITY1604530012,https://www.sreality.cz/detail/prodej/byt/5+1/praha-holesovice-frantiska-krizka/1604530012#img=0&fullscreen=false,5+1,15490000,150,103266,N/A,Františka Křížka,Praha 7,Holešovice
SREALITY1604538204,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-dejvice-lindleyova/1604538204#img=0&fullscreen=false,2+kk,7600000,181,41988,PRESTIGE GROUP,Lindleyova,Praha 6,Dejvice
